description,mcc,category_name,description,,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5964,Do_rudan  Pazarlama-Katalog __yerleri,"Bu MCC altında sınıflandırılan i_yerleri mü_terilerle do_rudan temas kurar ve ço_u zaman  posta ile ticaret yapan firmalar  ya da  posta sipari_i sektörü  olarak tanımlanır, bu i_yerleri mallarını katalog yoluyla sunarlar ve mü_terilerin ürün sipari_lerini posta, telefon ya da faks aracılı_ı ile kabul ederler. Bu i_yerleri mü_terilerin ürünleri yüz yüze satın alabilece_i bir ortam sunmazlar. __lemlerin tamamı yüz yüze temas olmadan yapılır. Katalog i_yerleri bir mü_teri veritabanı olu_turur ve mallarını mü_terilere `do_rudan? katalog yoluyla satarlar.Katalog do_rudan potansiyel mü_teriye gönderilen(posta, faks ve ya di_er teslimat yöntemleri ile) çok sayfalı ka_ıt dokümanlardır. Katalog ürünleri gösterir ve tanıtır ve posta sipari_ formu ve/veya sipari_ verilmesi için bir telefon numarası bulundurur. (bir ya da iki sayfalık bir ilan ya da bro_ür katalog olarak kabul edilmez.) Katalog aynı zamanda ürünün kablo TV aracılı_ı ile gösterildi_i elektronik bir katalog veya tüketiciler tarafından bilgisayar aracılı_ı ile i_leme konulan videotekst kataloglar olabilir.El ilanları ve bro_ürler katalog olarak de_erlendirilmez. Ücret katalo_u olan bir üretici bu kategoride de_erlendirilmez.",,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5965,Do_rudan  Pazarlama- Kombinasyon Katalog ve Perakende __yerleri,"Bu MCC altında sınıflandırılan i_yerleri aynı zamanda bir ya da daha fazla perakende satı_ noktalarını i_leten katalog i_yerleridir. Bu MCC ,ürün teslimat için bir ma_azaya gönderilmi_ de olsa sadece mail order, telephone order, e-commerce ve di_er non face-to-face i_lemler için kullanılır.Masada katalog kullanımı da dahil olmak üzere tüm yüz yüze satı_lar bu MCC kapsamı dı_ında bırakılmaktadır.Tüm perakende satı_lar uygun MCC altında tanımlanmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5966,Do_rudan  Pazarlama-Outbound Aramalarla  Pazarlama Yapan __yerleri,"Bu MCC altında sınıflandırılan i_yerleri, ürünlerini telefonla pazarlamaktadır. Pazarlamacılar potansiyel alıcıları satı_ı gerçekle_tirmek isterse i_yerini araması konusunda talimat vermek üzere telefonla arar ve ya postayla( katalog dı_ında) ula_ırlar.Bu yöntem kullanılarak sıkça tanıtılan ve satılan ürünler: kozmetik malzemeleri, sa_lık ürünleri, vitaminler ve devre mülklerdir.Hayır Kurulu_ları için , hangi yardımın yapıldı_ı göz önünde bulundurulmaksızın, MCC 8398 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5967,Do_rudan  Pazarlama-Inbound Teleservices __yerleri,"Bu MCC altında sınıflandırılan i_yerleri mü_terilerin telefon,faks ya da internet gibi di_er açık a_lar aracılı_ı ile ula_abilecekleri bir ya da daha fazla audiotekst/vdeotekst hizmeti sunarlar. __yeriyle temas kurulması ve bundan sonraki i_lemler mü_teri tarafından ba_latılır. Bu MCC telefon ve ya internet üzerinden bilgi hizmetleri satan i_yerleri ve servis aracılı_ı ile satılabilecek ürünleri içerir.Bilgi Sa_layıcılar bu kategori koduna dahil edilmi_tir. Anketler, yarı_malar, spor sonuçları, borsa sonuçları, burç yorumları ya da di_er audiotekst/ video tekst gibi ücret kar_ılı_ı hizmet sunan _irketlei içerirMü_terilerine ki_isel bilgisayarlar aracılı_ı ile elektronik bilgi tahtalarına geçi_ ve on-line hizmetleri sunan i_yerleri için MCC 4816 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5968,Do_rudan  Pazarlama-Abonelik __lemleri  Yapan __yerleri,"Bu MCC altında sınıflandırılan i_yerleri do_rudan posta ile abonelik ürünleri ve hizmetleri satarlar. Bu i_yerleri tüketicilere bir ürün dizisi ( örn. yıl boyunca her ay bir kitap) ya da tek bir ürünün yıllık yenilenmi_ halini satabilirler. Banka aracılı_ı ile ödeme yaparken kart sahibinin hesabı sürekli ya da periyodik olarak (örn. ayda bir, yılda iki kere) borçlandırılır ve hizmet abonelik veya seri bitene kadar ya da kart sahibi veya i_yeri anla_mayı fes edene kadar devam eder.Bu MCC kategorisine do_rudan postalanan kitap klüpleri, plak, kaset, CD ve video klüpler, koleksiyon serileri programları (pullar, madeni paralar, sınırlı sayıda basılmı_ kitaplar ve di_er kitap serileri, tabaklar ve çini i_leri gibi); dergi abonelikleri ve kredi kartı kayıt hizmetleri _irketleri dahildir. Aynı zamanda gazete abonelikleri de dahildir.Do_rudan Pazarlama Yöntemleri ile satılan gazete ilanları için MCC 5969 kullanılmalıdır.Bu MCC kategorisi dı_ında bırakılan tekrar eden i_lem örnekleri: kamu hizmetleri ödemeleri, özel spor klüpleri aylık üyelik bedelleri ve sigorta primleridir. Tekrar eden kamu hizmetleri ödemeleri için MCC 4900 kullanılmalıdır.Özel bir spor salonunun aylık üyelik ücretleri için MCC 7997 ve sigorta primleri için ise  MCC 6300 kullanılmalıdır. Di_er tekrarlayan ödeme i_lemleri o i_yeri için uygun olan MCC kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 19 - DO_RUDAN PAZARLAMA,5969,Do_rudan  Pazarlama-Di_er  Do_rudan  Pazarlamacılar  ( Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri sipari_ formu ya da mü_terinin posta,telefon ya da faksla sipari_ vermek için kullanabilece_i do_rudan cevap yöntemlerini kapsayan çe_itli yöntemlerle ürünler ve hizmetler satarlar. Bu i_yerleri genellikle bro_ür, radyo ve televizyon do_rudan cevap ilanları ve TV  Bilgi reklamları  (talk-show formatında uzatılmı_ TV reklamları)gibi toplu pazarlama tekniklerinden yararlanırlar.Genellikle çatal bıçak seti, ev e_yaları, kilo kaybetmeye destek ürünler, spor aletleri, kozmetik ve özellikle yalnızca televizyon reklamları ile elde edilebilen plak ve kitaplar gibi promosyon ba_ına bir ya da iki ürün sunarlar.Telefonla sipari_ verilip standda ödenen biletler bu kategorinin dı_ındadır; yüz- yüze i_lemler olarak kabul edilirler ve bu i_lemler için MCC 7922 kullanılmalıdır. Esas olarak yüz yüze i_lem yapan ve aynı zamanda posta/telefon sipari_leri mü_teri tabanı olu_turmayan fakat bizzat posta ve telefon ile mü_terinin ihtiyacına göre sipari_ alan i_yerleri bu kategori dı_ında bırakılmı_tır. Bu i_yerlerine, i_lerini tanımlayan ve yüz yüze olmayan bir i_lem ba_latmak için uygun Posta-Telefon-Elektronik ticaret göstergeci ile birlikte her posta/telefon i_lemini belirleyen uygun perakende i_yeri kategori kodu kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 20 - ÇE__TL_ GIDA,5422,"Et Marketleri ve Perakendeciler, So_uk Depolama","Bu MCC altında sınıflandırılan i_yerleri taze, dondurulmu_ veya salamura etler, balık, su kabukluları ve di_er deniz ürünlerinin satı_ını yaparlar. Bu MCC aynı zamanda dondurucu depolarda veya dipfrizlerde saklanmak üzere, toptan perakende et satı_ı yapan satıcıları kapsar. Bu MCC kategorisindeki et marketleri hayvanları kendileri kesebilir veya di_erlerinden satın alabilirler. Kümes Hayvanları dükkanları için MCC 5499   kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 20 - ÇE__TL_ GIDA,5441,"Tatlılar, Çerezler ve _ekerleme Dükkanları","Bu MCC altında sınıflandırılan i_yerleri tatlı, çikolata, çerez, kurutulmu_ meyve, patlamı_ mısır ve di_er _ekerlemelerin perakende satı_ını yaparlar.",,,,,,,,,,,,,,,,,,,,,,
 20 - ÇE__TL_ GIDA,5451,Süt Ürünleri Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri paketlenmi_ süt ürünleri satarlar. Bu MCC tereya_ı, peynir, paket dondurma, süt ve di_er süt ürünlerinin satı_ını yapan i_yerlerini kapsar.",,,,,,,,,,,,,,,,,,,,,,
 20 - ÇE__TL_ GIDA,5462,Fırınlar,"Bu MCC altında sınıflandırılan i_yerleri unlu mamul satı_ı ve imalatı yaparlar. Bu MCC' ye sandviç dükkanları, hamur i_i dükkanları, _ekerli çörek dükkanları ve pastaneler dahildir.",,,,,,,,,,,,,,,,,,,,,,
 20 - ÇE__TL_ GIDA,5499,Çe_itli Yiyecek Dükkanları---Çok Amaçlı Dükkanlar  ve Spesiyalite Marketleri,"Bu MCC altında sınıflandırılan i_yerleri ba_ka yerlerde Sınıflandırılmayan yiyecekler satarlar. Bu MCC yiyecek marketlerini, sa_lıklı besin ve diyet katkıları dükkanlarını, _arküterileri, beyaz et dükkanlarını, kahve ve çay dükkanlarını, sebze ve meyve marketlerini, dondurma dükkanları ve çok amaçlı dükkanları kapsar. Söz konusu i_yerinde yakıt satı_ı da yapılıyorsa bu i_yerleri için MCC 5541 kullanılmalıdır. Asıl i_tigal konusu et ve deniz ürünleri satı_ı olan i_yerleri için ise  MCC 5422  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 20 - ÇE__TL_ GIDA,5921,"Ambalajlı  Ürün Dükkanları  - Bira, _arap ve Alkollü _çecekler","Bu MCC altında sınıflandırılan i_yerleri çe_itli biralar, _arap ve di_er alkollü içecekler gibi paketlenmi_ alkollü içkileri satarlar. Bu i_yerleri aynı zamanda sınırlı çe_itte gıda ve çerez, gazete ve dergiler, sınırlı seçenekte tuvalet malzemeleri ve tezgah üstü ilaçlar da satabilirler. Alkollü içecek i_yerinde tüketiliyorsa MCC 5813 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 20 - ÇE__TL_ GIDA,5993,Sigara Dükkanları  ve Büfeleri,"Bu MCC altında sınıflandırılan i_yerleri tütün, sigara, pipo ve sigara tüketim malzemeleri satarlar.",,,,,,,,,,,,,,,,,,,,,,
 21 - KULÜP / DERNEK /SOSYAL H_ZMETLER,7997,"Üyelik Kulüpleri (Spor, E_lence, Jimnastik), Özel Golf Sahaları","Bu MCC altında sınıflandırılan i_yerleri, üyelikle spor ve e_lence olanakları sa_larlar. Bu olanaklara örnek olarak egzersiz, spor ve sa_lık klüpleri, özel golf kursları, tekne ve yatçılık klüpleri, yüzme ve tenis klüpleri, bowling ligleri, binicilik klüpleri ve atıcılık/silah klüplerini içerir. Bu i_yerleri masaj, spa, kilo kontrol danı_manlı_ı, sauna ve jakuzi gibi hizmetler sunabilirler. Asıl faaliyet alanı masaj olan i_yerleri için MCC 7297, asıl faaliyeti spa ve benzeri hizmetler olan i_yerleri için MCC 7298 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 21 - KULÜP / DERNEK /SOSYAL H_ZMETLER,8398,Hayır Kurumları ve Sosyal Hizmet Kurumları,"Bu MCC altında sınıflandırılan i_yerleri politik amaç gütmeyen yardım toplama kurumları (ba_ı_ toplama faaliyetleri yürüten kurumlar), sosyal yardım hizmetleri ile faaliyet gösteren sosyal hizmet kurumları, lobi grupları, cemiyet grupları ve sa_lık örgütleridir. Bu kurulu_lar  yüz yüze olmayan _ekillerde (telefon gibi) yardım toplayabilirler.",,,,,,,,,,,,,,,,,,,,,,
 21 - KULÜP / DERNEK /SOSYAL H_ZMETLER,8641,Sosyal Dernekler ve Koruma Dernekleri,"Bu MCC altında , mezunlar derne_i, i_adamı dernekleri,  koruma dernekleri, ö_renci kulüpleri, emekli organizasyonları  ve gençlik dernekleri yer almaktadır. Bu grupların faaliyetleri arasında politik amaçlı para toplama bulunabilir. Organizasyonun asıl amacı para toplamaksa MCC 8651 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 21 - KULÜP / DERNEK /SOSYAL H_ZMETLER,8651,Politik Organizasyonlar,"Bu MCC altında sınıflandırılan i_yerleri milli menfaatler için, devlet veya mahalli politik partilerin ya da adaylarının menfaatine çalı_ırlar. Bu MCC aynı zamanda politik partilere veya adaylara ba_ı_ toplamak amacıyla özel olarak örgütlenmi_ politik grupları da kapsar.",,,,,,,,,,,,,,,,,,,,,,
 21 - KULÜP / DERNEK /SOSYAL H_ZMETLER,8661,Dini Organizasyonlar,"Bu MCC altında sınıflandırılan i_yerleri ibadet hizmetleri, dini e_itim veya çalı_malar ya da dini faaliyetler sa_lar ve bu amaçla ba_ı_ toplarlar. Bu MCC bu arada kiliseler, manastırlar, ibadet yerleri, tapınaklar, sinagogları kapsar.",,,,,,,,,,,,,,,,,,,,,,
 21 - KULÜP / DERNEK /SOSYAL H_ZMETLER,8675,Otomobil Dernekleri,"Bu MCC altında sınıflandırılan i_yerleri motorlu araçlar derne_i ve kulüpleridir. Bu i_yerleri üyelerine seyahat ve yol durumu bilgileri, harita ve rehber, restoran, otellerde ve araç kiralama acentelerinde özel fiyatlar gibi çok çe_itli özel hizmetler verirler. Bu i_yerleri genellikle yıllık üyelik aidatı alırlar.",,,,,,,,,,,,,,,,,,,,,,
 21 - KULÜP / DERNEK /SOSYAL H_ZMETLER,8699,Üyelik Organizasyonları - Ba_ka Yerde Sınıflandırılmayan,"Bu MCC altında sınıflandırılan i_yerleri ba_ka bir daha spesifik i_yeri kategori kodu ile tanımlanamayan kurumlar veya derneklerdir. Bu MCC tarih kulüpleri, i_çi sendikaları, _air kulüpleri, sanat konseyleri ve kiracı veya sakin derneklerini kapsar. Sa_lık ve jimnastik kulüpleri üyeli_ini için MCC 7997 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5044,"Foto_rafçılık, Fotokopi, Mikrofilm Donanımı ve Malzemeleri","Bu MCC altında sınıflandırılan i_yerleri film, yazar kasa, fotokopi makineleri, mikrofilm makineleri, para kasaları ve çelik kasalar, daktilolar, faks makineleri, hesap makineleri ve postalama makineleri gibi ofis ve foto_rafçılık donanımlarının toptan distribütörleridir. Ofis mobilyası  toptancıları için MCC 5021, bilgisayar ekipmanı toptancıları için MCC 5045 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5111,"Kırtasiye,  Ofis Malzemeleri, Baskı ve Yazı Ka_ıdı","Bu MCC altında sınıflandırılan i_yerleri kırtasiye ve ofis malzemeleri, baskı ve yazı ka_ıdı, çok yüzlü i_ formları, fotokopi malzemeleri, dosya kartları ve dosya kapakları, tükenmez kalemler, kalemler, zarflar, daktilo ve yazıcı _eritleri, klasörler, satı_ ve makbuz defterleri, foto_raf albümleri ve anı defterleri toptancılarıdır.  Daktilo ve fotokopi makineleri gibi ofis aletlerinin satı_ını yapan i_yerleri için MCC 5044, ofis mobilyası satan i_yerleri için MCC 5021 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5192,"Kitaplar,  Dergiler ve Gazeteler","Bu MCC altında sınıflandırılan i_ yerleri bilimsel yayınların, gazetelerin, dergilerin, magazin dergilerinin,bro_ürlerin ve e_itim materyallerinin  toptan üretim ve satı_ını yaparlar.Gazete temsilcilikleri bu MCC altında de_erlendirilmektedir. Kitap, aylık dergi ve magazin dergilerinin toptn basım ve yayınlanmasını toptn yapan i_yerleri için MCC  2741, perakende kitap satan i_yerleri için MCC 5942 kullanılmalıdır",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5942,Kitapçılar,"Bu MCC altında sınıflandırılan i_yerleri yeni ve/veya eski kitaplar ( karton kapaklı ve ciltli), dergiler, mecmualar, ders kitapları, haritalar ve atlaslar, kasetli kitaplar (kasede kayıtlı kitaplar), ve takvimler satarlar. Bu MCC aynı zamanda dini kitaplar satan dükkanları da kapsar.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5943,"Kırtasiyeler, Ofis ve Okul Gereçleri Dükkanları","Bu MCC altında sınıflandırılan i_yerleri ofis ve okullarda kullanılan ka_ıt malzemelerinin perakende satı_ını yapar, tükenmez kalem, kur_un kalem, takvimler, masa takvimleri, tel zımba, dosya, iyi kalite ka_ıt, evrak çantası, not ka_ıtları, tahta kalemleri, bilgisayar disketleri ve dosya gözü, iskemle, çöp tenekeleri, masa lambaları gibi ufak ofis malzemeleri olan ofis ve okul gereçlerini satarlar. Bu i_yerleri esas olarak bilgisayar ve masa gibi yüksek tutarlı malzemeleri satmazlar. Asıl faaliyeti bilgisayar donanımları satmak olan i_yerleri için MCC 5732, asıl faaliyeti  bilgisayar yazılımı satmak olan i_yerleri için  ise MCC 5734 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5945,"Hobi, Oyuncak ve Oyun Dükkanları","Bu MCC altında sınıflandırılan i_yerleri oyuncaklar ve oyunlar satarlar. Bu i_yerleri aynı zamanda kendi- ba_ına-yap maketleri ve hobi setleri satabilirler. Asıl faaliyeti maket yapımı için el sanatları gereçleri, malzemeleri, donanımı ve aksesuarları satı_ı olan i_yerleri için MCC 5970 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5947,"Hediyelik  E_ya, Kartpostal, Hatıra E_yası Satan Dükkanlar","Bu MCC altında sınıflandırılan i_yerleri hediyelik e_ya, tebrik kartları, balonlar, hatıra e_yaları, tatil süslemeleri, kırtasiye malzemeleri, kaplama ka_ıtları ve kurdeleler, foto_raf albümleri ve sınırlı seçenekte ofis gereçleri (örn.tükenmez kalem, kur_un kalem,defter, silgi ve takvim) satarlar. Asıl faaliyeti  ofis ve okul malzemeleri satmak olan  i_yerleri için  MCC 5943 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,5970,Sanatçı Gereçleri ve Eli_leri  Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri ba_ka ürünler yaratmak üzere kullanılacak olan sanatçı ve el sanatları malzemeleri, donanımı ve gereçleri satarlar. Bu MCC kategorisine kil, her çe_it boya, boya fırçaları, ipek çiçekler ve örtüler,kalemler, kur_un kalemler,ka_ıt, hobi ve el i_leri setleri, iplikler, boncuklar, bazı kuma_ ve di_er diki_ nakı_ malzemeleri satan i_yerleri dahildir. Kuma_, diki_ ve nakı_ malzemeleri satan i_yerleri için MCC 5949 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,8211,_lk ve Orta Dereceli Okullar,"Bu MCC altında sınıflandırılan i_yerleri, ilk ve orta dereceli okullardır ve anaokulundan en yüksek sınıfa kadar kapsayabilir. Bu MCC devlet okullarını ve özel okulları, dini kurulu_ların okullarını ve yatılı okulları kapsar. Okul öncesi e_itim kurumları  için MCC 8351 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,8220,"Kolejler,  Üniversiteler, Meslek Okulları ve Yüksek Okullar","Bu MCC altında sınıflandırılan i_yerleri, akademik dersler ve akademik dereceler veren devlet okulları ve yüksek okullar, üniversiteler, ilahiyat fakültelerini ve meslek okullarını (örne_in, di_ hekimli_i, hukuk, mühendislik, tıp) kapsar. Bu okullara kabul edilmek için en az lise veya dengi okullardan mezun olmak _artı aranır. __ ve sekreterlik okulları için MCC 8244, meslek ve ticaret okulları için MCC 8249 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,8241,Uzaktan E_itim Okulları,"Bu MCC altında sınıflandırılan i_yerleri, dersleri ve sınavları ö_rencilere posta yoluyla göndererek uzaktan e_itim ve ö_retim veren okullardır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,8244,__ ve Sekreterlik Okulları,"Bu MCC altında sınıflandırılan i_yerleri, ofis cihazlarını kullanma, ofis i_leri, sözcük i_lem, stenografi ve di_er sekreteryal beceriler gibi genel i_ e_itimi veren i_ ve sekreterlik okullarıdır. Bu okullar e_itim sertifikası verir, ancak akademik dereceler vermezler. Meslek ve ticaret okulları için MCC 8249 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,8249,Meslek ve Ticaret Okulları,"Bu MCC altında sınıflandırılan i_yerleri; kaynak i_leri, mekanik, do_ramacılık, emlak ve ticari ta_ıt kullanma gibi uzmanlık gerektiren mesleklerle ilgili e_itim ve ö_retim hizmeti verirler. Tipik olarak bu okullar e_itim sertifikası verir, ancak akademik dereceler vermezler.",,,,,,,,,,,,,,,,,,,,,,
 22 - E__T_M / KIRTAS_YE / OF_S MALZEMELER_,8299,Okullar ve E_itim Hizmetleri  (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri, ba_ka bir spesifik i_yeri kategori kodu ile uygun bir _ekilde tanımlanmamı_ e_itim dersleri ve hizmetleri verirler. Bu MCC müzik, drama, dil, sanat, yemek pi_irme, mankenlik ve sihirbazlık okullarını kapsar. Bu MCC aynı zamanda sürü_ ve uçu_ e_itimi veren i_yerlerini de kapsar. Dans okulları bu MCC kategorisine girmez ve MCC 7911- Dans Salonları, Stüdyoları ve Okulları ba_lı_ı altında sınıflandırılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 23 - MÜTEAHH_T __LER_,1520,Müteahhitler - Konut ve Ticari,"Bu MCC altında sınıflandırılan i_yerleri esas olarak hem konutların, hem de ticari binaların in_ası ile i_tigal eden müteahhitlerdir. Bu MCC ayrıca yeni in_aatın yanında dekorasyon, onarım çalı_maları yapan müteahhitleri de içermektedir.",,,,,,,,,,,,,,,,,,,,,,
 23 - MÜTEAHH_T __LER_,1711,"Isıtma, Tesisat ve Klima Müteahhitleri","Bu MCC altında sınıflandırılan i_yerleri ısıtma,tesisat ve havalandırma hizmetleri veren müteahhitlerdir. Bu MCC'ye, hava sistem balans ve testleri, drenaj sistemleri tesisatı, kazan onarımı, bahçe sulama sistemi tesisatı, so_utma ve dondurucu i_leri, kanalizasyon ba_lantıları, güne_ ısısı, sulama sistemlerinin tesisatı, su pompası tesisatı ve hizmetleri dahildir.",,,,,,,,,,,,,,,,,,,,,,
 23 - MÜTEAHH_T __LER_,1731,Elektrik  __leri Müteahhitleri,"Bu MCC altında sınıflandırılan i_yerleri yangın alarmı tesisatı, ses ekipmanları tesisatı, telekomünikasyon ekipmanları tesisatı, telefon ve telefon ekipmanları tesisatı gibi elektrik i_leri yapan esnaftan olu_maktadır.",,,,,,,,,,,,,,,,,,,,,,
