description,mcc,category_name,description,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3717,City Lodge Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3718,Karos Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3719,Protea Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3720,Southern Sun Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3721,Conrad Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3722,Wyndham Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3723,Rica Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3724,Inter Nor Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3725,Sea Pines Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3726,Rio Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3727,Broadmoor Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3728,Bally's Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3729,John Ascuaga's Nugget,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3730,Mgm Grand Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3731,Harrah's Hotel and Casinos,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3732,Opryland Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3733,Boca Raton Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3734,Harvey / Bristol Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3735,Masters Economy Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3736,Colarado Belle / Edgewater Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3737,Riviera Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3738,Tropicana Resort & Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3739,Woodside Hotel & Resorts,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3740,Towneplace Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3741,Milenium Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3742,Club Med,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3743,Biltmore Hotels & Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3744,Carefree Resorts,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3745,St. Regis Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3746,Eliot Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3747, Club Corp / Club Resorts,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3748,Wellesley Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3749,The Beverly Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3750,Crowne Plaza Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3751,Homewood Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3752,Peabody Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3753,Greenbriar Resorts,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3754,Amelia _sland Platation,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3755,Homestead,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3756,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3757,Canyon Ranch,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3758,Khala Mandarin Oriental Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3759,The Orchid At Mauna Lani,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3760,Halekulani Hotel / Waikiki Parc,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3761,Primadonna Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3762,Whiskey Pete's Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3763,Chateau Elan Winer and Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3764,Beau Rivage Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3765,Bellagio Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3766,Fremont Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3767,Main Street Station Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3768,Silver Star Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3769,Stratosphere Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3770, Springhill Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3771,Ceasers Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3772,Nemacolin Woodlands,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3773,Venetian Resort Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3774,New York New York Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3775,Sands Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3776,Nevele Grande Resort and Country Club ,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3777,Mandalay Bay Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3778,Four Points Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3779,W Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3780,Disney Resorts,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3781,Patricia Grand Resort Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3782,Rosen Hotels Resorts,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3783,Town and Country Club,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3784,First Hospitality Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3785,Outrigger Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3786,Ohana Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3787,Caribe Royal Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3788,Ala Moana Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3789,Smugglers Notch Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3790,Raffles Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3791,Staybridge Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3792,Claridge Casino Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3793,The Flamingo Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3794,Grand Casino Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3795,Paris Las Vegas Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3796,Peppermill Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3797,Atlantic City Hilton,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3798,Embassy Vacation Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3799,Hale Koa Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3800,Homestead Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3801,Wilderness Hotel and Golf Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3802,The Palace Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3803,Wigwam Golf Resort and Spa,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3804,The Diplomat Club Country Club and Spa,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3805,The Atlantic,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3806,Princeville Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3807,Element,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3808,LXR,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3809,Settle Inn,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3810,La Costa Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3811,Premier Inn,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3812,Hyatt Place,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3813,Hotel Indigo,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3814,The Roosevelt Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3815,Holiday Inn Nickelodeon,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3817,Affinia,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3818,Mainstay Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3819,Oxford Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3820,Jumeirah Essex House,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3821,Caribe Royal,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3822,Crossland,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3823,Grand Sierra,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3824,Aria,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3825,Vdara,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3826,Autograph,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3827,Galt House,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3828,Cosmopolitan of Las Vegas,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,7011,"Konaklama - Oteller, Moteller, Tatil Yerleri (Ba_ka Yerde Sınıflandırılmayan)","Bu MCC altında özel MCC'leri olmayan yatak&kahvaltı sunan konaklama yerleri, oteller, tatil köyleri, bungalovlar ve hosteller gibi  konaklama tesisleridir. ",,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,7012,Devremülkler,"Bu MCC altında sınıflandırılan i_yerleri devremülk satı_ı, leasing ve kiralama i_i yaparlar ve devremülk de_i_tirme sürelerini düzenlerler. ",,,,,,,,,,,,,,,,,,,,,,
 07 - KUMARHANE/_ÇK_L_ YERLER,5813,"_çkili Yerler (Alkollü _çkiler)- Barlar, Tavernalar, Gece Kulüpleri, Kokteyl  Salonları ve Diskotekler","Bu MCC altında sınıflandırılan i_yerleri _arap,bira, di_er bira çe_itleri, karı_ımlar, di_er kokteyller ve içecekler gibi i_yerinin bünyesinde tüketilen alkollü içkileri satarlar. Bu MCC barlar, bira bahçeleri, küçük bira evleri, publar, kokteyl salonları, diskotekler, gece klüpleri, tavernalar, komedi kulüpleri ve _arap evleri gibi mekanları kapsar.",,,,,,,,,,,,,,,,,,,,,,
 07 - KUMARHANE/_ÇK_L_ YERLER,7995,"Piyango Biletleri, Kumarhane  Fi_leri, Off-Track ve Hipodrom Bahisleri Dahil Bahisler","Bu MCC, bahis, piyango bileti, kumarhanelere ek olarak yarı_ ve oyun  bahislerinde  kullanılabilen fi_ ve di_er kıymetlerin satı_ını yapan i_yerleri için kullanılır. ",,,,,,,,,,,,,,,,,,,,,,
 08 - KUYUMCULAR,5094,"Kıymetli  Ta_lar ve Madenler, Saatler ve Mücevherat","Bu MCC altında sınıflandırılan i_yerleri mücevherat,saat, kıymetli ta_ ve madenlerin toptan satı_ distribütörleridir. Bu i_yerleri  aynı zamanda özel yapım mücevherat, saat ve saat parçaları, duvar saatleri, gümü_ e_yalar, elmas ve kıymetli ta_lar, kıymetli madenler, inci ve kupa toptan satıcılarını kapsar. Bu i_yerleri tamir i_i yapabilir veya yapmayabilirler. Esas olarak tamir i_i yapan i_yerleri için  MCC 7699 kullanılmalıdır. E_er i_yeri yukarıda belirtilen parçaların perakende satı_ını yapıyorsa  MCC 5944 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 08 - KUYUMCULAR,5944,"Mücevher, Kol Saati, Saat ve Gümü_ Takı Dükkanları","Bu MCC altında sınıflandırılan i_yerleri saat, de_erli madenler , de_erli madenlerin içine yerle_tirilmi_ pırlanta de_erli ta_larla yapılan mücevherler , gümü_ kaplı çatal bıçak takımları ve tabaklar satarlar. Ayrıca tamir hizmeti verebilirler. Asıl faaliyet olarak de_erli mücevher ve  saat  tamiri yapan i_yerleri için   MCC 7699 kullanılmalıdır. Öncelikli olarak porselen veya kristal satan i_yerleri için MCC 5950 kullanılmalıdır.                 ",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,742,Veterinerlik Hizmetleri,"Bu MCC altında sınıflandırılan i_yerleri tüm hayvanlara lisanslı medikal veterinerlik, di_çilik ya da genel cerrahi hizmetler verirler. Bu MCC'ye, evcil hayvanlar (örn. köpekler ve kediler), canlı çiftlik hayvanları (örn. büyükba_, at, koyun, domuz, keçi ve kümes hayvanları) yanında egzotik ve büyük boyutlu hayvanların medikal pratisyenleri dahildir.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,4119,Ambulans Hizmetleri,"Bu MCC altında sınıflandırılan i_yerleri sa_lık personeli ile birlikte, ambulans aracı sa_lar. Bu i_yerleri hastane veya sa_lık kurumuna giderken yolda acil tıp hizmetleri sa_layabilir veya sa_lamayabilir.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,5047,"Di_ Hekimli_i , Labaratuar , Tıbbi /,Hastane Teçhizat ve Gereçleri","Bu MCC altında sınıflandırılan i_yerleri laboratuar, cerrahi, ortopedik ekipmanı, hasta izleme ekipmanı, tekerlekli sandalyeler ve di_er medikal cihazlar, sanayi tipi güvenlik cihazları, hastane ekipman ve hastane demirba_larının (örne_in yataklar) toptan satı_ distribütörleridir. Bu MCC di_ laboratuarı, ortopedik ve profesyonel malzemeler, diagnostik ekipmanı, i_itme cihazları, ilk yardım çantaları, terapi ekipmanı, X-ı_ını cihazları ve parçalarının tedarikçilerini kapsar. Hastane lobileri veya medikal ya da di_çi muayeneleri resepsiyon alanları için mobilya, sandalye ve masa veya dergi rafı toptancıları için  MCC 5021, hastane temizlik malzemeleri toptancıları için MCC 2842 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,5122,"_laçlar, Patentli _laçlar ve Ecza Ürünleri  -Ecza Depoları","Bu MCC altında sınıflandırılan i_yerleri,eczanelerde satılan  reçeteli ilaçlar, patentli ilaçlar, vitaminler, ecza ürünleri ve tuvalet malzemeleri, antiseptikler, bandajlar, ecza ile ilgili ürünlerin toptan satı_ distribütörleridir. Cerrahi malzemelerin, hastane malzemelerinin ve di_ malzemelerinin toptan satı_ distribütörleri için  MCC 5047 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,5912,Eczaneler,"Bu MCC altında sınıflandırılan i_yerleri reçeteli ve patentli ilaçlar ve reçetesiz (tezgahta) ilaçlar satarlar. Bu i_yerleri aynı zamanda kozmetik, tuvalet malzemeleri, tütün, ısıtma torbaları, sırt destekleri, yeni ticari e_yalar, tebrik kartları ve sınırlı sayıda gıda ürünü bulundurabilirler.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,5975,"__itme Cihazları-Servis, Satı_ ve Malzemeleri","Bu MCC altında sınıflandırılan i_yerleri i_itme cihazları ve ilgili gereçleri satarlar. Bu i_yerleri tamir hizmeti verebilirler.Asıl faaliyeti i_itme cihazlarının tamiri olan i_yerleri için MCC 7699 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,5976,Ortopedik Malzemeler-Protez Aletleri,"Bu MCC ba_lı_ı altında sınıflandırılmı_ i_yerleri çe_itli protez aletleri ve ortopedik malzemeler satarlar. Bu MCC koltuk de_ne_i ve di_er ayak aletleri, kırık aletleri, elastik çoraplar,karın destekleri, elastik ve ortopedik ku_aklar, bastonlar, yapay bacaklar ve tekerlekli iskemleler satan i_yerlerini kapsar. Bu i_yerleri tamir hizmetleri verebilirler. Asıl faaliyeti bu malzemelerin tamiri olan  i_yerleri için MCC 7699 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,5977,Kozmetik  Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri do_al ve sentetik kozmetik ürünleri satarlar. Bu MCC sahne, tıbbi ve günlük kozmetik ürünleri satan i_yerlerini kapsar.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8011,Hekimler  ve Doktorlar (Ba_ka Yerde Sınıflandırılmayan,"Bu MCC altında sınıflandırılan i_yerleri, ba_ka bir MCC ile tanımlanamayan pratisyen veya uzman hekimlik ve cerrahi uygulamalarda faaliyet gösteren ruhsatlı doktorları kapsar. Bu MCC di_erlerinin yanı sıra plastik ve kozmetik cerrahlar, dermatologlar, psikiyatristler, radyologlar, ortopedistler, çocuk doktorları, nörologlar, do_um uzmanları ve jinekologları da kapsar.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8021,Di_ hekimleri ve Ortodontistler,"Bu MCC altında sınıflandırılan i_yerleri, genel di_ hekimli_i veya di_ cerrahisi gibi uzman di_ hekimli_i yapan lisanslı doktorlardır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8031,Osteopati Uzmanları,"Bu MCC altında sınıflandırılan i_yerleri, kemik yapıları ile ilgili herhangi bir cerrahi müdahale ve düzeltme gerektirmeyen terapi hizmetleri sunar. Cerrahi müdahalede bulunan ortopedistler için MCC 8011 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8041,Hareket Sistemi Sa_lı_ı Uzmanları,Bu MCC altında sınıflandırılan i_yerleri omurga ve uzuvların tedavi edildi_i ve düzeltildi_i bir terapi hizmeti verirler.,,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8042,Optometristler ve Göz Doktorları,"Bu MCC altında sınıflandırılan i_yerleri düzeltici lenslerle veya cerrahi tekniklerle göz kusurlarını muayene ve tedavi eden lisanslı doktorlardır. Bu MCC aynı zamanda cerrahi de dahil olmak üzere göz hastalıklarının tedavisinde uzmanla_an doktorları kapsar. Bu i_yerleri gözlük veya kontak lens reçetesi yazabilir , gözlük çerçeveleri satabilirler.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8043,"Gözlükçüler, Optik Ürünler ve Gözlükler","Bu MCC altında sınıflandırılan i_yerleri görü_ü düzeltmek için daha önce yazılmı_ reçeteleri incelerler, gözlük / lens  yaparlar ve satarlar. Gözle ilgili inceleme yapabilirler. Optikçiler aynı zamanda kırılmaz cam, güne_ gözlükleri, gözlük kapları ve lens solüsyonları da satabilirler. Alı_veri_ merkezlerinde ""1 saatte gözlük"" hazırlayan i_yerleri bu MCC'ye dahildir. Gözü inceleyen, hastalıkları tedavi eden ve cerrahi müdahale ve teknikler içerebilen operasyonlar yapan i_yeri için  MCC 8042 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8044,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8049,Ayak Sa_lı_ı Uzmanları,Bu MCC altında sınıflandırılan i_yerleri ayak rahatsızlıklarının te_his ve tedavisinde uzmanla_an lisanslı doktorları kapsar.,,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8050,Bakımevleri ve Ki_isel  Bakım Kurulu_ları,"Bu MCC altında sınıflandırılan i_yerleri hastanede yatan hastalara hem_irelik hizmeti ve sa_lıkla ilgili ki_isel bakım hizmetleri verirler. Ruhsal ve fiziksel durumlarından dolayı bu kurulu_lardaki hastalara doktorun talimatlarına göre ilaç verilmesi ve tedavi edilmesi veya hastaların kendi içtikleri ilaçların denetlenmesi gerekebilir. Bu MCC, uzun vadeli bakım hizmeti sunan ancak genellikle cerrahi müdahale yapmayan sanatoryum, bakımevleri , hastaneler ve ya_lı bakımevleri gibi kurulu_ları kapsar.",,,,,,,,,,,,,,,,,,,,,,
