UYEISYERI_ID_MASK,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,6m-rev-mean,6m-rev-std
27447336,28.88437415,40.98183059,1687.36,3224.91,3069.59,3851.61,1983.8893674566668,1666.8606613369257
27447758,28.82823987,41.01144981,5480.8,21258.94,4813.299999999999,13405.94,7504.803281613334,8329.932316283775
27447767,29.02917,40.98816,60.870000000000005,536.4300000000001,276.26,350.94000000000005,215.75288833333335,206.9626256240579
27447983,28.88151,41.02823,16443.9,19355.11,20975.53,20353.04,12866.248289999998,10059.83770686495
27448075,28.95014,41.00892,745.8200000000002,802.9000000000002,707.94,827.46,525.6798433333335,382.4262108182019
27448097,28.86727,41.02071,454.2,413.68,388.57,706.8,338.85633,261.3641180191893
27448414,28.67506803,41.00644354,47929.92000000004,35800.22000000003,42626.49999999999,44099.58000000001,28420.98358526168,22334.78496760988
27449916,28.92797,41.01951,1974.65,2234.27,5871.0,8135.789999999998,3047.60958,3281.0333583949514
27451100,29.00435,41.04357,0.0,1052.1999999999998,768.0999999999998,508.8,399.85798666666665,447.03182435941756
27451432,29.21417,40.95605,3801.74,6924.499999999999,6356.450000000001,10247.29,4566.691703333333,4066.640589238232
27452884,29.27893,40.90465,4573.31,5695.7,4933.950000000001,3495.4100000000003,3128.0922633333334,2498.426693552502
27454697,28.98513,40.18945,842.9699999999998,1247.5200000000002,1897.92,583.4200000000001,773.5007633333335,724.1572396225731
27455245,28.77727,40.99525,673.9,609.0,798.45,348.2,416.5537533333333,330.21036258563737
27455791,28.80205,41.04787,393.5,301.8,916.93,751.9,405.66332000000006,365.2883341841633
27455909,29.26566,40.98307,3422.91,3536.44,2574.52,600.5,1700.7697883333333,1664.8305064202416
27456801,28.65009,41.01078,594.6,873.8399999999998,2256.79,1312.38,851.2118116666667,847.0798422708598
27457515,29.11967,41.02076,268.37,302.9,686.98,658.51,331.15007166666663,287.7207832405771
27458742,40.56749565,41.03761964,1570.5400000000006,954.5100000000001,721.02,1660.01,831.2808525483334,708.5691138129191
27460503,28.57955,41.02162,3269.789999999999,2132.7200000000003,3063.25,4291.090000000001,2137.741861666667,1767.4746478721122
27460661,29.12248246,40.93650294,11605.899999999996,12087.529999999992,12326.62,12893.359999999991,8163.9114975666635,6310.236244397671
27460989,29.01486,41.10695,36662.12000000001,27027.270000000004,26287.840000000007,36047.48,21015.80530166667,16823.042587721015
27462199,28.6272,41.04328,251.75,231.55,193.71,404.8999999999999,191.93007999999998,141.3804603615082
27462954,28.89666,41.00864,695.9,1296.3,1280.1,2990.2000000000003,1055.4008833333335,1101.2641034982594
27462956,28.90676274,40.99989041,2284.2000000000003,615.4,642.6999999999999,1027.5,773.2844421916667,834.243365059822
27463768,28.91231,41.08123,2348.55,1958.6,1147.72,1842.12,1227.83059,1001.9565058413824
27466285,28.84675707,40.99206755,1462.3400000000004,984.22,1440.1299999999997,1560.7800000000002,919.55147077,713.6103908890143
27467265,29.01454,41.06897,13105.820000000002,16687.23,10806.27,8278.66,8158.010585000001,6873.449700518599
27467625,28.88745,41.00441,735.32,980.04,745.0,831.2799999999999,560.25531,416.2751768981124
27470944,28.9108,40.99549,1972.6600000000003,1135.83,3222.61,1697.2700000000002,1349.7127150000001,1226.344805987366
27470945,28.65009,41.01078,2525.01,723.14,3470.2499999999977,1324.2700000000002,1352.0551449999996,1394.9277455199879
27471367,29.1042,40.96665,12074.62,24645.880000000005,21820.68,5486.23,10682.913475000001,10721.113074946561
27471368,29.1042,40.96665,3823.4,5666.65,4691.39,8512.16,3793.9451416666666,3311.6076057773885
27471370,28.90853,41.01451,35283.26,21061.17,28587.330000000005,33742.74,19790.73717333333,16088.829093146527
27471371,28.98022,41.06456,20484.95,9713.92,14917.090000000002,17263.010000000002,10408.16913,8769.80187822085
